,Symbol,EarningsPerShare,PriceEarningsRatio,DebtEquityRatio,ReturnOnEquity,QuickRatio,WorkingCapitalRatio
3019,CTBI,3.3401,11.8239,0.1064,0.105,0.0411,0.0495
3020,CCF,4.5915,26.9457,0.1013,0.1748,2.7454,4.3626
3021,IHG,1.9447,31.1444,-2.0728,-0.3235,0.962,1.0044
3022,INTL,2.9355,16.5563,0.999,0.1098,0.9176,1.064
3024,BSRR,1.9418,12.3866,0.1282,0.1087,0.0339,0.0383
3025,EDUC,0.6377,15.1172,1.0149,0.2556,0.2638,1.5685
3026,FDEF,2.2669,10.7974,0.1877,0.1157,0.0373,0.0438
3028,ESXB,0.6188,11.6452,0.1694,0.0996,0.0277,0.0299
3034,RLGT,0.165,23.4118,0.3516,0.0763,1.2437,1.3185
3036,NC,5.0103,6.753,0.044,0.1387,2.7001,3.886
3038,EVI,0.355,117.7941,0.1756,0.0695,0.5971,1.2513
3043,CEA,0.1865,19.9156,2.2851,0.0465,0.1897,0.1898
3046,HBB,1.5886,14.7547,0.7125,0.3329,0.5266,1.3444
3048,HOFT,2.4017,16.0331,0.2323,0.1231,2.0507,3.5388
3050,ISTR,1.4253,17.5887,1.5659,0.0747,0.0109,0.0171
3051,KBAL,0.9283,17.8152,0.001,0.1784,1.2184,1.6935
3052,LNDC,0.9008,15.6111,0.2888,0.0983,0.6424,1.0983
3053,NWPX,2.0865,11.1435,0.0524,0.0929,1.3042,5.0652
3054,PRCP,0.4159,26.0,0.0037,0.0851,1.5036,2.0902
3055,RM,2.9976,7.9373,2.366,0.1266,1.2826,23.8302
3057,UTL,2.2188,22.7085,1.3916,0.094,0.7138,0.7906
3058,WNEB,0.5597,17.614,1.223,0.0692,0.0154,0.0187
3059,ZEUS,3.0667,4.8373,0.9855,0.11,1.4372,4.382
3060,SCL,5.0081,15.102,0.3419,0.1397,1.7137,2.4629
3062,NEWT,1.8879,9.1309,1.1537,0.1241,1.7123,1.7567
3068,STRL,0.9305,11.5851,0.4989,0.1532,1.6263,1.689
3069,MFSF,2.1967,11.8089,1.5326,0.0932,0.0248,0.0262
3071,RILY,0.5841,23.6667,2.0926,0.0601,1.2123,1.3099
3072,STCN,0.5825,3.5333,4.2124,0.3411,0.6926,0.9563
3074,MMLP,1.1065,9.2613,2.3165,0.1529,0.9199,1.8616
3075,HBNC,1.3844,11.3525,0.8008,0.108,0.0094,0.0275
3079,AMEH,0.3179,60.1515,0.0749,0.06,2.2977,2.4002
3080,STN,0.4158,70.2668,0.4896,0.0249,1.6863,1.9048
3082,GHC,51.154,12.6722,0.1636,0.093,1.6757,1.8867
3083,DCOM,1.4073,12.3043,3.0762,0.0852,0.0291,0.0303
3084,AMOT,1.6805,25.9826,1.2033,0.1564,1.1644,2.487
3086,BRT,1.5166,7.3067,4.0692,0.1201,1.5183,2.8203
3087,BWFG,2.223,12.8744,1.837,0.1001,0.0474,0.053
3088,CSV,0.6073,24.2188,1.6541,0.0526,1.0474,0.8382
3089,CVU,0.1886,27.6957,0.3249,0.0237,3.0602,3.3498
3090,EBF,1.2946,15.0,0.1146,0.1257,4.4599,5.5238
3091,FMBH,2.3926,12.6166,0.3888,0.0769,0.0464,0.0529
3093,HNP,0.0875,143.9839,2.6762,0.0141,0.3264,0.4472
3095,INBK,2.1509,8.8485,2.4209,0.0758,0.0666,0.0932
3097,LIND,0.2478,53.84,1.6381,0.0978,0.7662,0.942
3099,NTWK,0.3759,14.6053,0.1422,0.0686,2.4816,2.5481
3100,PANL,0.4031,7.2143,1.0479,0.1098,1.0702,1.4359
3103,TYHT,0.3573,5.1944,0.0323,0.1057,5.7746,5.8935
3106,WDFC,4.7012,38.1613,0.5557,0.4194,1.3749,1.9555
3107,BCBP,1.0005,10.2647,1.4085,0.0837,0.0882,0.0927
3110,NP,2.1581,27.4047,0.6128,0.0933,1.0323,2.3005
3112,BHB,2.1236,10.5305,0.2051,0.0889,0.0315,0.0335
3117,IEP,5.0951,4.9808,1.1168,0.2297,3.3924,4.3243
3118,LMNR,1.1142,19.5635,0.3664,0.0924,0.5439,1.1466
3123,WEYS,2.021,14.5124,0.0284,0.0996,2.1044,4.265
3124,SBOW,6.3817,3.6938,1.4118,0.2715,0.4616,0.6256
3125,CHMI,1.9758,8.0459,0.4325,0.1034,0.235,0.0542
3127,ALOT,0.486,28.125,0.3637,0.0516,1.3155,2.4293
3129,RBB,1.9129,8.327,0.3016,0.0964,0.0599,0.2444
3130,STKS,0.1157,25.5833,0.8246,0.2616,0.4863,0.6476
3131,VOXX,1.4589,3.7241,0.0371,0.0774,1.398,2.7872
3134,SORL,0.6597,2.8485,1.4351,0.0875,0.5396,1.0837
3136,BSM,1.4433,10.6027,0.4534,0.3269,1.8306,2.4323
3138,CRMT,5.2712,10.5754,0.6596,0.1584,12.8418,1.4362
3139,CVCY,1.5431,12.1742,0.0228,0.0969,0.0245,0.0295
3141,EHTH,0.0124,3842.0,0.0165,0.0008,5.9808,2.5762
3143,JCAP,1.8667,9.4381,0.0449,0.0992,0.4928,1.9785
3144,KINS,0.2879,61.0,0.3304,0.0349,0.6666,0.6853
3146,MRLN,2.0144,11.1095,0.3829,0.1258,0.1468,0.1657
3149,ORAN,0.7346,22.3588,1.4561,0.0637,0.5529,0.7226
3150,PCYG,0.1434,57.1429,0.1262,0.0859,2.9802,2.9704
3152,UFAB,0.3785,11.1053,1.1439,0.0757,1.6848,2.7184
3153,USAK,1.4595,10.047,1.9747,0.1502,0.9068,1.0631
3156,WHG,2.9663,10.625,0.0668,0.166,5.0377,5.1513
3161,TG,0.7488,21.1467,0.286,0.07,1.0249,1.7345
3162,BUSE,2.0247,12.1485,0.2211,0.0994,0.0372,0.0415
3163,HONE,0.1948,44.0418,0.7376,0.0319,0.0343,0.053
3164,UHT,1.7602,34.8693,1.2944,0.1218,1.531,1.531
3168,SMBC,2.3274,16.6167,0.19,0.1043,0.0192,0.0369
3169,VCTR,0.9403,10.6458,0.5902,0.1398,1.6947,1.9674
3171,KAI,5.439,14.9468,0.4714,0.162,1.1976,1.9596
3173,UBA,0.6362,32.6393,0.6104,0.0644,0.8856,1.4905
3174,BREW,0.2137,68.1429,0.3481,0.0304,0.824,1.3611
3175,FCBC,2.2315,14.3744,0.0751,0.1092,0.0408,0.0484
3176,MHO,3.8556,5.5171,0.9599,0.1259,0.1313,11.378
3179,ATNI,1.2411,57.6855,0.1308,0.0285,1.6467,1.9606
3180,SCM,1.6419,7.8963,1.2999,0.1165,2.0296,2.5049
3182,BOSC,0.2949,7.75,0.2028,0.086,1.7405,2.1873
3185,CNTY,0.1153,61.5833,0.3376,0.0192,1.0318,1.099
3189,HEAR,2.7522,4.9207,1.2063,1.0452,0.8136,1.5465
3191,KREF,1.5045,12.1203,2.6273,0.0793,2.2271,133.8039
3192,MRCC,0.286,33.1034,1.2125,0.0226,2.4311,3.4963
3194,MTSC,3.4338,16.925,0.8126,0.1283,1.1063,1.7908
3197,PWOD,2.0896,19.226,0.9704,0.1024,0.047,0.0531
3202,TGLS,0.2406,35.087,1.8308,0.0682,1.1031,2.3932
3213,TRC,0.1639,103.625,0.1569,0.0101,5.4892,5.8509
3219,PFSW,0.0638,85.5,0.9007,0.0264,1.1207,1.2794
3221,CLAR,0.2446,42.1667,0.1332,0.0439,1.7677,4.9908
3222,PLOW,1.9341,18.7906,0.9899,0.1553,1.3824,2.518
3223,TWIN,0.8248,29.9024,0.0794,0.0666,0.9719,2.5547
3224,SYNL,1.4764,11.1342,0.7455,0.1278,1.1624,4.4974
3226,FNWB,0.6273,21.4928,0.3483,0.0412,0.0357,0.0345
3227,TRT,0.3332,13.6364,0.2102,0.0539,1.6108,1.9396
3230,VPG,1.7549,17.1761,0.124,0.1083,2.6161,3.9223
3231,NHC,3.8707,20.2713,0.1064,0.0804,1.9673,2.039
3233,VSEC,3.2239,9.2601,0.5466,0.1068,0.967,2.6814
3234,MGEE,2.4293,24.6749,0.9349,0.1536,0.7152,1.3405
3235,CVCO,6.8058,25.0513,0.1308,0.1345,1.9656,2.3739
3236,CAPL,0.1066,128.7273,4.7017,0.0473,0.3284,0.575
3237,SP,2.3394,12.4118,1.0494,0.1444,0.789,0.8416
3238,STBA,3.009,12.4884,0.0855,0.1126,0.0252,0.027
3240,TBNK,1.9902,12.5507,0.7113,0.0817,0.0263,0.0309
3242,DKL,2.6497,11.0377,-5.1952,-0.6689,0.7152,0.8922
3243,ACH,0.0501,58.4018,1.9407,0.0142,0.3935,0.7879
3244,ALG,6.262,12.273,0.1681,0.1448,2.5993,4.4902
3246,ARKR,1.3414,17.2444,0.4991,0.1101,0.4744,0.7406
3250,CBTX,1.8215,15.4737,0.0041,0.097,0.1379,0.1408
3251,CIGI,2.5083,22.1004,1.7343,0.252,0.7441,0.9519
3255,IOSP,3.4801,17.7471,0.2556,0.103,1.3581,2.2384
3258,NURO,0.0321,253.3333,0.2134,0.0039,1.1927,1.7574
3261,OXFD,4.5817,2.7484,0.0009,0.5644,11.7171,12.038
3262,PBIP,0.7841,21.8,1.3641,0.055,0.062,0.069
3267,RBCAA,3.7241,10.2979,0.4943,0.1128,0.0825,0.0914
3269,SAFE,0.644,29.3906,1.5308,0.033,5.9624,5.6174
3270,SAL,3.1064,11.4857,0.6863,0.0842,0.0598,0.0649
3274,SUNS,0.8611,17.5814,0.6462,0.0528,0.2434,0.326
3275,VET,2.2245,14.7384,0.6968,0.0964,0.6797,0.7633
3278,IX,236.4876,8.1037,1.7976,0.1167,2.1439,3.2078
3282,SPNS,0.277,39.3929,0.3903,0.0686,1.603,1.603
3285,ACMR,0.4108,25.9048,0.1805,0.1256,1.1981,2.0812
3286,GWRS,0.1445,67.6,4.1102,0.1113,1.7979,1.8102
3287,PRK,7.0318,11.9144,0.4985,0.1326,0.0254,0.0444
3288,PFBI,1.3796,10.0743,0.0792,0.0931,0.0569,0.0688
3289,CCBG,1.5373,15.0714,0.2026,0.0867,0.1084,0.1119
3291,ENFC,2.0187,10.2723,1.4582,0.0854,0.0499,0.0661
3293,BMRC,2.3386,17.5489,0.0316,0.1031,0.0157,0.0196
3297,ESSA,0.5539,27.0833,0.6599,0.0364,0.028,0.03
3298,FFNW,1.3651,10.7431,0.748,0.0969,0.0251,0.0243
3300,OPY,2.176,11.7202,0.3649,0.053,1.2987,1.3178
3301,BOCH,0.9631,11.299,0.1663,0.1137,0.0418,0.0468
3302,KWR,4.4601,39.8453,0.0841,0.1367,2.0221,2.763
3303,FCNCA,33.8949,11.2452,0.0889,0.1147,0.036,0.017
3305,WTBA,1.7494,10.9086,0.9717,0.1492,0.0247,0.0296
3306,DL,0.0882,22.7778,1.423,0.2626,0.5499,0.6577
3307,ULH,1.8391,9.8315,1.9133,0.2493,1.1549,1.2446
3310,ARD,0.2747,38.4589,-5.2292,-0.047,0.6297,1.2561
3311,AROW,2.4371,12.7043,0.3153,0.1346,0.0422,0.0322
3314,BANF,3.8412,12.961,0.0299,0.1394,0.2143,0.2269
3315,BDGE,1.9819,12.9391,0.705,0.0864,0.0716,0.0754
3316,BYFC,0.0297,35.0,1.7315,0.0168,0.0567,0.0847
3318,CELP,0.7507,7.4933,1.5089,0.2252,2.9153,2.9787
3320,CHMG,4.0829,10.1749,0.0503,0.1189,0.0838,0.0893
3321,CMCL,1.2973,5.3071,0.0846,0.1952,1.4411,2.3092
3325,CSTR,0.5593,20.1781,0.9828,0.038,0.0622,0.1003
3328,ERA,0.6397,13.6563,0.3502,0.03,3.0503,4.0228
3329,ESLT,4.8359,23.5579,0.434,0.1128,0.8363,1.1266
3335,GPP,1.7143,7.4972,-1.9602,-0.7685,1.945,2.0293
3338,KEQU,1.938,18.0155,0.1323,0.1106,1.5794,2.3317
3343,MHH,0.6092,10.3279,1.1292,0.1952,2.1989,2.2727
3344,MLR,2.9616,9.1216,0.0696,0.1483,1.4278,2.2143
3346,NEPT,0.1198,16.608,0.0539,0.1079,2.8073,3.2981
3350,OFS,0.7169,14.7222,1.456,0.0547,3.3843,3.7111
3358,SGC,1.1115,15.4825,0.7787,0.1125,1.5331,4.2509
3359,SMBK,1.2992,12.5137,0.1767,0.064,0.0593,0.0606
3363,TGA,0.2171,8.5,0.2377,0.0712,2.2751,2.8205
3364,TIPT,0.666,8.1014,0.7827,0.0618,0.8706,0.8728
3369,LMRK,4.1312,2.7129,1.0978,0.3431,1.9882,3.3095
3370,PBBI,0.4095,26.6279,1.1864,0.0371,0.0252,0.0331
3371,VRTS,9.402,8.4771,3.0623,0.1199,3.1366,2.5328
3374,YORW,1.0344,30.8269,0.7477,0.106,0.6678,0.8312
3377,BMTC,3.1502,10.9206,0.3097,0.1128,0.0125,0.0182
3378,CCRC,0.878,14.7841,0.0691,0.3059,3.056,3.2946
3379,EML,2.3181,10.4224,0.296,0.1497,1.4665,3.3564
3383,BBU,1.1181,27.3784,3.6672,0.025,0.8868,1.0848
3384,PMBC,1.2474,6.1111,0.1273,0.1934,0.1637,0.1661
3388,BH,8.5221,2.0388,0.4307,0.034,0.7981,0.9345
3389,JYNT,0.0184,416.0,1.512,0.3479,0.955,1.1003
3390,GRBK,1.0178,7.098,0.4461,0.1102,0.5339,8.1994
3391,FNLC,2.1672,12.0642,0.8875,0.1229,0.0259,0.0241
3392,MBCN,1.9193,11.0208,0.0714,0.0969,0.0974,0.1014
3394,AMNB,2.591,11.2731,0.1258,0.1015,0.0617,0.0444
3395,CHA,0.2637,13.4823,0.2791,0.0622,0.1698,0.282
3396,LAND,0.14,76.5333,2.0654,0.0149,1.4588,1.4608
3397,CFFI,5.146,10.332,1.0003,0.1186,0.0954,0.1389
3398,ALX,6.4308,47.4673,4.0759,0.1152,20.8361,20.8269
3400,SHBI,1.9606,7.4184,0.0819,0.1365,0.0525,0.0574
3407,UFPT,1.9409,15.4051,0.179,0.1019,1.5277,2.6927
3411,TCFC,2.013,14.4752,0.356,0.0727,0.023,0.0348
3412,GBL,4.0322,4.1397,3.0137,12.1952,0.7842,1.2978
3417,OMP,1.8142,8.7857,1.3326,0.2098,0.964,0.9794
3419,OVBC,2.5235,13.9881,0.4098,0.1013,0.084,0.0875
3420,AE,0.6983,55.3,0.0279,0.0201,1.6456,1.8625
3422,AMSF,3.7173,15.1984,124.4625,0.1748,0.4946,0.7731
3424,APWC,0.2119,9.2381,0.166,0.0195,2.2983,3.5427
3430,BCTF,0.316,44.8182,2.0249,0.0231,0.0397,0.1369
3437,CART,0.4125,16.4783,0.7579,0.0587,0.0853,0.0875
3442,CPAC,0.181,35.8897,0.7465,0.0528,0.5929,2.3824
3443,CTS,1.4064,18.3617,0.1323,0.1231,1.7352,2.3017
3447,CZWI,0.7242,19.3056,0.973,0.0315,0.0528,0.0616
3448,DLA,0.1888,95.3684,0.7453,0.0089,0.6258,2.9735
3449,DRAD,0.3638,14.25,0.3682,0.0285,1.1052,1.6035
3450,EBTC,2.4684,13.0202,0.8441,0.1131,0.0238,0.0328
3455,FBSS,1.6257,11.7669,0.5317,0.1022,0.1049,0.1106
3456,FCCY,1.4336,13.7448,0.1495,0.0948,0.0164,0.0255
3458,FMAO,1.61,23.9068,0.0056,0.1043,0.049,0.0459
3459,FMNB,1.1725,10.7966,0.0229,0.1242,0.0283,0.0289
3462,GNE,0.7928,7.0941,0.0332,0.2198,1.559,1.9278
3463,GSBD,1.3344,13.7164,0.9283,0.0756,3180.8137,0.5635
3465,HALL,0.573,18.7544,0.3366,0.0405,0.4531,0.4607
3471,KEN,8.0697,1.8278,0.9036,0.669,4.5127,3.6446
3474,LFVN,0.4027,15.439,0.2466,0.2625,0.7863,1.6357
3479,MCB,3.1136,9.8878,0.1701,0.0966,0.1317,0.1358
3480,MGIC,0.4469,19.5641,0.115,0.0815,4.1114,3.9912
3481,MLVF,1.1111,19.6018,0.9655,0.0659,0.0355,0.0414
3485,NVFY,0.1916,2.4211,0.0834,0.0707,6.674,7.2214
3490,OSN,0.5245,2.5962,0.2781,0.0976,3.2736,3.6814
3491,PERI,0.3142,8.3871,0.2719,0.0546,1.2795,1.3473
3493,PHX,0.8723,21.0,0.3961,0.1137,1.3307,1.4373
3494,PKOH,4.2199,7.0229,1.891,0.1793,1.0709,2.4108
3498,RAVE,0.1271,10.8571,0.248,0.3035,1.9778,2.3934
3499,RETO,0.0219,6.5,0.3425,0.088,0.8094,1.4274
3501,ROSE,0.6123,0.6862,1.8773,0.3779,1.0524,1.0697
3502,RVSB,0.4538,20.1333,0.2481,0.0876,0.0505,0.0575
3503,SACH,0.5034,7.82,0.0002,0.1472,0.0324,2.6801
3510,SMMF,2.2504,8.5066,0.0929,0.1277,0.0306,0.0466
3512,SRLP,3.1644,4.571,5.217,0.5827,0.5303,1.3368
3515,STRT,3.3162,9.1445,0.3145,0.0757,1.1908,2.1965
3518,TESS,0.6194,37.1774,0.1003,0.0481,0.9775,1.8319
3519,TLF,0.2145,27.0476,0.1508,0.033,3.5462,8.7119
3524,UFI,1.729,18.0925,0.3349,0.0813,1.543,3.2269
3529,WHF,2.7889,4.5591,0.5709,0.1817,1.7242,1.9517
3536,ZNH,0.4122,15.5397,1.9406,0.0444,0.2143,0.2607
3537,MTLS,0.064,290.2899,0.7798,0.0223,2.0843,2.3158
3539,MSEX,1.9702,27.0812,0.8388,0.1304,0.2619,0.3266
3540,PED,3.5304,0.1577,2.2563,3.1586,0.7481,0.7712
3543,SFST,2.9917,10.6192,0.2185,0.1282,0.0436,0.0493
3544,SHI,0.4935,6.0494,0.0164,0.1758,1.2302,1.8184
3545,LCNB,1.1157,12.2177,0.2149,0.0678,0.0161,0.0156
3550,SBBX,1.2467,16.2222,0.4933,0.0535,0.0175,0.0251
3551,WLFC,6.4259,5.1259,4.4702,0.1507,0.8351,1.2222
3553,EVBN,3.3858,9.5618,0.1595,0.1242,0.0326,0.0415
3554,GCBC,1.6898,20.7101,0.1351,0.1498,0.0332,0.0309
3555,PLPC,5.3034,10.2746,0.1422,0.1066,1.6801,3.0835
3556,FBIZ,1.854,10.4892,1.7072,0.0902,0.0541,0.0672
3562,IRCP,108.9607,1.9932,0.4261,0.24,4.3968,4.0762
3564,NCBS,4.3079,11.4554,0.1992,0.1061,0.0952,0.1031
3566,FCCO,1.4718,13.1284,0.1333,0.0998,0.0338,0.0387
3567,SLCT,0.7141,14.2299,0.2719,0.0658,0.1406,0.1468
3572,CATC,5.8168,14.3041,0.019,0.143,0.0097,0.0158
3575,TPVG,1.4786,6.118,0.218,0.1093,0.2925,0.3663
3576,DNBF,2.4757,11.4879,0.497,0.0955,0.0173,0.027
3579,NRIM,2.9057,11.2955,0.0834,0.0971,0.0728,0.1206
3580,EBMT,0.9095,17.9348,0.3861,0.0525,0.0178,0.0351
3581,ICBK,2.128,8.432,0.7552,0.0936,0.048,0.0585
3582,BFS,1.5913,29.3292,2.6945,0.142,1.44,1.5341
3583,FGBI,1.6138,14.4161,0.2376,0.0965,0.0783,0.0834
3588,PEBK,2.2321,10.9686,0.1699,0.1083,0.0457,0.0638
3589,PVBC,0.4789,21.4548,0.4771,0.0743,0.0353,0.0406
3590,SBFG,1.6396,9.564,0.2017,0.0892,0.059,0.0689
3594,TCI,20.7106,1.3675,1.1056,0.5044,9.0147,9.2689
3598,ACNB,3.0882,12.7023,0.4966,0.1293,0.0291,0.0295
3599,ACU,1.3649,10.4779,0.8407,0.0879,2.2081,5.4614
3606,AINC,2.0856,22.6638,0.2716,0.1556,1.8748,2.0083
3608,AIRT,0.7431,22.7928,1.9144,0.0907,0.7835,1.978
3609,AJX,1.5029,8.0333,3.0703,0.0942,0.2307,2.6026
3611,ALCO,1.5915,21.1635,1.0195,0.0758,1.6189,3.3055
3615,AMOV,83.3062,2097.0149,3.2599,0.2682,0.6505,0.7473
3616,AMRB,0.8349,16.8072,0.2074,0.0656,0.0528,0.0548
3618,AMS,0.179,13.2222,0.8034,0.0408,0.9151,1.0498
3623,ARL,10.8018,1.1166,1.5411,0.6724,6.9202,7.3568
3624,ARTNA,1.5442,22.4968,0.8721,0.0932,0.2622,0.4272
3627,ASM,0.0308,27.4775,0.1284,0.0216,0.7462,2.3318
3629,ASRV,0.4377,9.3721,0.8114,0.0793,0.0348,0.0393
3632,ATLC,0.5109,6.5,-4.9467,-0.3605,0.0008,3.9482
3633,ATLO,1.8273,13.8907,0.1597,0.0984,0.0718,0.0524
3635,AUDC,0.4583,21.0213,0.0653,0.1427,1.6681,2.0798
3637,AVNW,0.3449,46.7714,0.1565,0.0321,1.0948,1.4279
3639,AXR,0.0294,241.6667,0.0212,0.0027,10.3274,31.6046
3642,BDL,1.9783,14.3434,0.4142,0.1045,1.0434,1.4294
3643,BELFA,1.6909,8.4877,0.6472,0.1174,1.5246,2.7399
3644,BEP,0.133,199.2308,2.4211,0.0198,0.6163,1.161
3646,BKJ,0.7513,16.9091,0.6315,0.0615,0.0859,0.0897
3654,BOTJ,1.2109,10.7438,0.0907,0.0962,0.0822,0.0936
3666,CAAS,0.0751,30.5,0.2142,0.0083,1.0909,1.4516
3669,CARV,1.4486,4.6897,0.8351,0.103,0.2316,0.1085
3671,CBAN,1.4112,10.3546,0.7629,0.1245,0.1008,0.0569
3672,CBFV,1.3025,17.4507,0.1453,0.0512,0.0475,0.0513
3676,CCNE,2.2115,10.3846,1.2006,0.1283,0.0263,0.0246
3677,CCR,2.3777,6.895,0.7634,0.2962,0.3736,0.6258
3679,CDOR,0.4027,17.225,1.2784,0.0501,1.1868,1.6425
3681,CFBI,0.0596,195.75,0.0991,0.0059,0.1573,0.185
3682,CFBK,1.0086,11.4608,0.829,0.0938,0.1156,0.1503
3688,CINR,2.5254,8.6492,0.6433,0.3242,1.8142,2.1904
3700,CODA,0.479,12.408,0.083,0.2046,4.2738,5.5912
3704,CPHC,1.264,10.8672,0.0026,0.1224,1.4875,1.2054
3706,CPSS,0.6579,4.4265,15.4063,0.0754,2.9392,2.9782
3708,CSWC,2.4283,6.8612,0.3091,0.1275,2.9008,3.0499
3713,CVLY,2.1818,9.7299,0.6434,0.1093,0.063,0.0704
3716,CWBC,0.8948,11.2697,1.5167,0.0973,0.0752,0.1392
3717,CXDC,1.3541,1.7087,1.1236,0.0912,0.4151,0.887
3718,CYAN,0.1782,28.6111,0.3836,0.0566,0.7111,2.386
3721,CZNC,1.7899,14.7654,0.3445,0.1115,0.0391,0.0402
3727,DIT,5.868,15.5393,0.622,0.056,0.9275,3.3686
3728,DJCO,5.9395,43.3838,0.193,0.0503,8.3061,8.3365
3729,DLHC,0.1543,39.0,0.1765,0.0466,1.0441,1.0918
3735,DOGZ,0.2002,18.9886,0.0796,0.0758,4.567,5.1674
3740,DXF,0.0065,77.1552,0.546,0.0178,2.1217,2.1512
3742,DYSL,0.1016,12.9,0.1623,0.0837,1.1363,2.8596
3743,DZSI,0.1669,81.8235,0.4112,0.0358,1.2765,1.8054
3748,ELLO,0.099,78.2,1.4957,0.0135,2.9735,2.9653
3749,ELMD,0.2209,24.5455,0.0487,0.0811,4.0112,4.8483
3751,ELVT,0.2896,15.4483,4.8171,0.1071,2.1653,14.734
3752,EMCF,1.5314,17.5376,0.4062,0.0526,0.0225,0.0383
3754,EMMS,6.4319,0.6271,2.9188,1.726,0.8169,1.8287
3761,ESBA,2.7199,36.3077,0.8382,0.0589,4.918,3.0786
3764,ESQ,1.173,18.3898,0.001,0.0941,0.0535,0.0603
3768,EVK,0.8115,4.9259,0.2572,0.1047,0.9627,1.5773
3773,FAMI,0.2263,18.1034,0.1143,0.1757,8.9996,9.6042
3777,FDBC,2.9276,21.9044,0.3425,0.1176,0.0202,0.033
3779,FFBW,0.16,59.0,0.4225,0.0175,0.0311,0.039
3782,FNCB,0.7936,10.6835,0.1029,0.1373,0.0331,0.0397
3783,FORD,0.1447,10.3333,0.2068,0.1243,1.7568,1.9952
3784,FORK,0.6251,6.3115,0.4635,0.1525,0.7277,1.2533
3785,FORTY,2.1959,16.2,1.0375,0.088,1.4014,1.4857
3788,FSBC,0.0695,242.8571,1.8429,0.0043,0.0255,0.0376
3789,FSBW,6.5152,6.5167,0.8178,0.1352,0.0551,0.0809
3790,FSFG,4.7565,14.0787,1.265,0.1103,0.0564,0.0975
3791,FSI,0.2141,6.4286,0.4777,0.146,2.0117,3.4742
3794,FUNC,1.5057,10.543,1.0336,0.0911,0.0202,0.0303
3801,GFED,1.647,13.1566,1.6409,0.0911,0.0401,0.0493
3804,GILT,0.3363,26.9412,0.0525,0.077,1.1293,1.7536
3808,GNTY,1.7324,16.7528,0.522,0.0842,0.0359,0.0423
3815,GTYH,0.0514,143.5714,0.12,0.3594,33.0407,0.0139
3817,HBCP,3.3322,10.1724,0.2602,0.1039,0.0342,0.0402
3818,HCAP,0.791,12.7215,0.5731,0.0646,14.509,14.8704
3820,HFBL,1.8695,15.6818,0.9217,0.0759,0.0431,0.0739
3821,HGSH,0.1164,10.1667,0.7709,0.0324,0.1712,1.0793
3822,HHS,2.381,1.0126,-0.7402,-0.9148,1.387,1.9385
3826,HNNA,2.6401,5.2083,0.3061,0.2904,2.499,2.5545
3827,HNRG,0.2525,20.28,0.7103,0.0299,0.7885,1.6401
3828,HRZN,1.1281,9.9558,0.8505,0.0969,2.2328,2.9362
3829,HURC,3.1994,12.7712,0.0064,0.0964,1.5514,3.2422
3831,HVBC,0.3529,38.9895,0.4232,0.0251,0.1211,0.2828
3832,HWBK,1.7754,11.8146,1.4508,0.1078,0.0434,0.0592
3833,HWCC,0.5227,9.5472,0.7084,0.0858,1.7825,5.1397
3834,IBA,5.6026,11.5791,0.1322,0.0882,2.4148,3.2774
3836,ICCH,0.2704,47.069,0.0595,0.0152,0.4528,0.6097
3839,IEC,1.0117,5.2772,0.9767,0.4102,0.6246,1.5149
3843,IHT,0.1433,2.4366,0.7264,0.1445,1.5386,1.9549
3844,IKNX,0.0703,120.4286,0.2251,0.0106,5.012,6.8722
3851,INTG,1.7365,11.0324,-4.0656,-0.0929,0.8392,0.8392
3854,IROQ,0.4489,52.1277,0.1837,0.0213,0.0186,0.0259
3855,ISDR,0.2069,45.4,0.0232,0.0326,7.2365,7.3054
3862,JHX,0.3314,53.1212,-3.9928,-0.6596,1.4047,2.1353
3865,JVA,0.1885,22.8947,0.2544,0.0426,1.2984,2.7494
3868,KFFB,0.1567,51.3125,0.0105,0.0197,0.0773,0.1024
3870,KGJI,4.4965,0.1756,3.1276,0.0776,1.3923,1.7291
3872,KMDA,0.5538,9.0909,0.0114,0.1984,3.4611,4.7049
3878,LAKE,0.0542,235.0,0.0203,0.0053,2.8815,7.3707
3879,LARK,2.3853,9.6667,0.6191,0.1134,0.0313,0.0429
3880,LAWS,0.6967,45.1429,0.1617,0.0627,0.8159,1.6147
3887,LIVE,3.0217,2.9568,1.9921,0.1501,0.4421,1.7573
3890,LND,2.2208,5.5671,0.3652,0.1671,1.4052,1.8325
3891,LOAN,0.4351,11.7083,0.6881,0.1311,0.5448,31.9316
3892,LONE,0.4681,12.5862,1.9631,0.0869,0.4215,0.7182
3894,LSBK,0.6645,22.8182,0.3872,0.0501,0.0701,0.076
3895,LTRX,0.0373,69.0,0.0002,0.0286,1.4868,2.3926
3897,LXFR,0.9432,18.7553,0.4183,0.1356,0.8421,1.9857
3899,MAYS,1.4754,26.723,0.1023,0.056,3.5859,3.0807
3903,MGYR,0.3488,34.8,0.8657,0.0395,0.0283,0.0482
3906,MLP,0.026,330.6667,0.0399,0.0161,0.3367,0.9104
3911,MPB,1.2409,15.5541,0.336,0.0475,0.0226,0.0288
3913,MSBF,0.877,19.8333,1.4146,0.0725,0.0242,0.0275
3920,MVBF,0.9977,17.3462,0.1136,0.0679,0.0241,0.0798
3926,NBN,1.8094,12.0718,0.5707,0.1168,0.1623,0.172
3931,NEN,33.856,50.0895,-7.0864,-0.117,0.4409,0.6
