Symbol,EarningsPerShare,PriceEarningsRatio,DebtEquityRatio,ReturnOnEquity,QuickRatio,WorkingCapitalRatio
CLDX,-13.1491,0.0,0.0,-1.2186,7.7118,7.8622
CZZ,8.5656,8.542,3.5655,0.3149,1.5343,1.9163
MCF,-4.7518,0.0,0.4274,-0.8659,0.1593,0.1722
SPB,14.3853,3.581,2.9414,0.4859,0.6449,2.7792
IFF,3.1636,35.2415,0.7547,0.0559,1.4059,2.6073
MDCA,-2.2966,0.0,-3.0631,0.3972,0.6309,0.7944
VCEL,-0.1877,0.0,0.0,-0.0796,7.1916,7.6246
SRCL,-2.796,0.0,1.0756,-0.0946,0.8646,1.0192
RBBN,-0.7211,0.0,0.134,-0.1301,0.8245,0.9613
RYI,2.8309,2.2324,15.7555,1.4481,0.9583,2.4835
MAC,0.4255,103.0476,1.8055,0.0203,0.3009,0.3009
SENS,-0.5314,0.0,0.7141,-1.3187,4.9813,5.4734
IQV,1.2802,91.4724,1.6394,0.0386,0.9428,1.0962
WNS,1.7283,26.0058,0.1801,0.1746,2.186,2.3948
WTFC,5.9399,11.1748,0.4203,0.105,0.1086,0.0912
SGRY,-4.8706,0.0,5.7501,-0.5084,1.4082,1.6842
VIV,5.2871,9.332,0.0857,0.1247,0.7058,1.0701
XPER,-0.006,0.0,0.7784,-0.0005,8.6126,7.3412
FCF,1.0812,11.0826,0.1821,0.1102,0.0149,0.0176
VG,0.1491,58.2,0.9691,0.0667,0.404,0.626
SNP,0.5089,9.5656,0.2152,0.0859,0.4559,0.8921
AGEN,-1.3327,0.0,-0.0775,0.9259,0.7933,1.0991
RPAI,0.3603,31.0,0.9269,0.0445,0.7459,0.8036
WLH,2.4261,4.4174,1.5462,0.1061,0.1555,8.9145
IVR,-1.0319,0.0,6.6521,-0.031,0.0156,0.0231
RPD,-1.1737,0.0,2.0006,-0.6361,1.4201,1.514
GLNG,-2.2887,0.0,1.47,-0.1326,0.7785,0.6498
PETS,1.8098,22.5246,0.0,0.3222,4.4303,5.8112
TTI,-0.4902,0.0,4.7033,-0.3553,1.1741,1.9999
CETV,0.6236,6.1778,3.4418,0.6886,1.8283,2.678
THS,-1.0965,0.0,1.0642,-0.0284,0.6156,2.0033
AMBA,0.566,88.4211,0.0,0.0391,8.7515,9.266
RRD,-0.1562,0.0,-8.0411,0.0423,1.0761,1.3539
AMKR,0.5306,12.3774,0.7278,0.0694,1.2193,1.4427
MNTA,-2.2411,0.0,0.0,-0.3819,8.4211,8.5695
TBI,1.6241,13.5671,0.1353,0.1112,2.8281,1.9059
COUP,-0.7958,0.0,0.6777,-0.1821,3.0857,3.1814
MNKD,-0.545,0.0,-0.5854,0.4968,1.0061,1.0879
ICPT,-10.4282,0.0,19.4067,-16.1653,4.0441,4.2242
MITK,-0.3124,0.0,0.0,-0.1238,1.6806,1.8439
BHE,0.522,43.2245,0.1361,0.0202,1.7244,2.6129
PZZA,0.0522,796.2,-1.9457,-0.0052,0.6302,1.0583
BGI,0.7848,1.3333,1.3898,0.434,0.0973,1.3027
BCE,3.091,17.2146,1.1985,0.1438,0.329,0.5555
POOL,5.8232,25.5412,2.9821,1.0486,0.7335,2.9948
EQM,2.0068,17.7984,0.848,0.1388,0.5204,0.549
MGRC,3.2845,15.6474,0.5232,0.1389,1.3487,1.699
MDCO,-1.6674,0.0,-35.6069,5.5316,4.2397,5.047
FANH,0.4691,15.4774,0.0,0.2316,3.3151,3.3803
INFN,-1.2246,0.0,0.6542,-0.3045,1.1132,1.9033
MMSI,0.7663,69.7625,0.4236,0.045,1.2342,2.4514
PTN,0.1243,8.1667,0.233,0.9161,3.5306,3.5784
ENIC,7.3679,603.6585,0.6395,0.1057,0.7399,0.8189
SPXC,1.8713,14.8201,0.9202,0.1957,0.7186,1.2726
ARCH,16.627,5.2195,0.4512,0.4435,2.0574,2.6684
AM,0.3296,33.8788,0.0,2.1583,0.1675,0.1727
TGI,-8.564,0.0,3.1924,-0.9442,0.4156,1.9376
AWK,3.1396,28.7247,1.4685,0.0967,0.308,0.373
REDU,1.2996,21.8262,1.2833,0.3137,1.0317,1.0965
R,5.148,9.2596,2.6214,0.1077,0.5206,0.6229
SREV,-0.2684,0.0,0.0,-0.2444,2.8652,3.0656
BKH,4.3092,13.2168,1.4403,0.1185,0.4548,0.7772
AVD,0.798,18.3012,0.2936,0.0735,0.9634,2.1315
CMCM,0.8208,5.246,0.0,0.2131,2.4644,3.0328
UPLD,-0.5021,0.0,3.204,-0.1241,0.5692,0.6251
GPN,2.8572,36.186,1.4608,0.1133,0.477,1.0329
COLM,3.8875,21.8416,0.0,0.1603,2.0318,3.0814
GLUU,-0.0921,0.0,0.0,-0.0744,0.9641,1.3161
HE,1.8532,19.7946,0.7375,0.104,0.6432,1.0916
SJI,0.2066,132.381,2.4556,0.0139,0.2982,0.4195
CCOI,0.6169,71.7619,-5.3371,-0.1924,4.2201,4.6521
SEDG,2.8159,12.3158,0.0358,0.2291,2.174,3.0007
LLNW,0.0869,26.0,0.0,0.0596,2.3083,2.7581
PBYI,-2.9782,0.0,4.4274,-3.3106,2.8386,3.0247
IRWD,-1.8329,0.0,-2.1079,1.4379,2.1366,2.2291
CSGS,1.9842,15.5735,0.9967,0.1832,1.2441,1.7111
FBM,-0.284,0.0,1.6064,-0.0333,1.5883,2.3853
VAR,1.6374,68.25,0.0,0.0946,1.1306,1.6335
CNSL,-0.7135,0.0,5.6154,-0.1223,0.5033,0.6986
SUPN,2.124,15.5962,0.7273,0.245,2.8443,3.0584
DPW,-353.4985,0.0,0.7925,-1.7884,0.2685,0.3999
UGI,4.1337,13.3172,1.2535,0.1952,0.7913,1.0901
COLL,-1.1769,0.0,0.1256,-0.4272,1.1875,1.2558
DRNA,-1.4164,0.0,0.0,-0.4427,4.2808,4.3115
BKCC,-0.1314,0.0,0.3827,-0.0188,0.9534,1.0873
CBD,4.4264,19.1924,0.4071,0.0847,0.1582,1.1073
SMG,1.1491,69.7699,5.6864,0.1796,0.5621,1.4456
PACB,-0.6888,0.0,0.1285,-0.8992,4.127,4.8973
AVDL,-2.5749,0.0,48.6478,-34.282,2.8983,3.2528
JNCE,-0.8373,0.0,0.0,-0.2629,2.8968,2.9324
WAT,7.8393,24.4682,0.7327,0.3789,5.1312,5.9322
NLNK,-0.21,0.0,0.0009,-0.4655,13.6992,14.3633
FLOW,1.034,29.25,0.803,0.0462,0.7322,1.5515
MKSI,7.2777,8.9488,0.1857,0.2097,3.8499,5.5609
CWT,1.3644,35.0441,1.2053,0.0898,0.5297,0.5876
RESI,-2.4396,0.0,3.2775,-0.2776,1.2102,3.6889
MTB,13.0811,11.2259,0.4894,0.1188,0.1866,0.1147
CRL,4.7066,23.9788,1.2662,0.1718,1.1961,1.6084
CDK,2.8935,23.3,-7.1839,-1.0439,2.1499,2.4933
FDS,6.9629,33.2449,1.0929,0.5079,1.7841,1.9487
JLL,10.624,11.8985,0.2726,0.1312,1.0014,1.0933
HSC,1.7065,11.6824,2.2449,0.5109,0.8809,1.4509
LNTH,1.0534,14.7642,3.7528,0.5707,2.9789,3.7042
SAIL,0.0415,587.25,0.0259,0.0096,1.4362,1.6118
PNM,1.0686,38.4019,1.7212,0.0507,0.3188,0.5903
AT,0.3346,6.5758,-101.8261,-5.3913,0.9154,1.176
PACW,3.8214,8.9462,0.0941,0.0964,0.0189,0.0285
MXL,-0.3799,0.0,0.6497,-0.0655,1.8887,2.5594
OLLI,2.0694,25.3125,0.0615,0.1602,0.2962,2.2211
LOCO,-0.2302,0.0,0.2797,-0.0339,0.1998,0.2659
RUSHA,3.586,9.7127,1.5871,0.1303,0.2245,1.1303
APPN,-0.7767,0.0,0.0,-0.6756,1.3576,1.6326
RHE,-11.8174,0.0,13.2195,-1.9338,0.3914,0.22
AVY,5.3904,16.7907,2.0586,0.4894,0.713,1.1525
WMS,1.1021,24.75,1.2345,0.2016,0.8567,2.0722
MCFT,2.1223,13.9296,1.4309,0.755,0.2637,0.7305
DHT,-0.3295,0.0,1.1226,-0.0545,1.2542,1.5629
AVA,2.0769,20.4231,1.1869,0.0769,0.2822,0.5424
WLK,7.711,8.6384,0.4773,0.1782,1.5131,2.4024
PSA,8.539,23.646,0.1548,0.1876,0.9681,1.0292
AAWW,10.573,3.9802,1.1943,0.1308,0.6331,0.7702
WIX,-0.7991,0.0,2.2264,-0.2438,2.1103,2.1454
USCR,1.7836,19.3846,2.2859,0.096,1.0478,1.2815
INO,-1.017,0.0,0.0,-1.1154,2.4161,2.4877
NTB,3.5687,8.831,0.1621,0.2212,0.2198,0.229
AAOI,-0.1084,0.0,0.2691,-0.0065,1.1436,2.5094
ERI,1.2306,29.439,4.102,0.0925,0.8282,1.4252
FOSL,-0.0703,0.0,0.6767,-0.0059,1.2073,2.0775
STE,3.4287,26.614,0.4105,0.0907,1.831,2.4837
OSTK,-6.4104,0.0,0.0233,-1.5641,0.7402,0.8914
FOXF,2.2123,26.9955,0.185,0.2616,1.1039,2.3965
MDGS,-0.1376,0.0,0.0,-0.8167,7.8186,8.1747
AZPN,4.1121,23.2654,0.4167,0.72,0.5983,1.6853
DCI,1.3979,34.5652,0.6331,0.2102,1.575,2.3982
FTAI,0.071,204.8571,1.2409,0.0059,0.7866,0.7883
DSS,0.0871,8.1444,0.3215,0.1934,0.8604,1.2013
ONVO,-0.314,0.0,0.0,-0.7806,9.6353,10.0386
AIZ,3.816,22.36,0.3717,0.0491,0.5763,0.5889
IRBT,3.1781,26.3333,0.0,0.1644,1.5164,2.4066
SBLK,0.9102,12.0263,0.9487,0.0384,1.1286,1.3418
CWST,0.1496,189.9333,-34.3797,-0.4055,0.708,0.8708
BURL,5.639,20.1773,12.9874,4.4351,0.2079,0.9829
LEG,2.3455,15.7193,1.0104,0.2644,1.0294,1.8691
COR,2.1233,39.1166,4.6629,0.3213,0.1453,0.4918
AAN,2.8604,14.8063,0.2398,0.1114,0.2632,0.5754
SOI,0.9002,7.5562,0.0665,0.2138,1.8345,2.2863
PRA,0.8773,46.0909,0.176,0.0309,0.894,1.3312
GPMT,1.4492,12.4345,3.1329,0.0762,0.1284,3.4357
NBLX,3.9556,7.2828,0.9772,0.2845,0.6248,0.6808
INT,1.8994,11.328,0.3861,0.0703,1.0052,1.3539
UMBF,3.92,15.3577,0.0359,0.0877,0.1411,0.1218
LPG,-0.3702,0.0,0.7912,-0.0213,1.8354,1.6487
SOHU,-4.1134,0.0,0.5134,-0.2719,1.8161,1.9584
IPHI,-2.1707,0.0,1.2212,-0.2611,7.272,7.9338
FGEN,-1.017,0.0,0.1908,-0.1697,7.6947,7.7501
BC,3.0586,15.33,0.7714,0.1676,0.522,1.4962
FTR,-7.1057,0.0,10.7325,-0.4019,0.4205,0.5193
OCSL,0.3317,15.0606,0.4883,0.0545,0.7104,0.9925
MBUU,1.3453,31.7007,0.8074,0.2055,1.3191,2.0481
ACHN,-0.507,0.0,0.0005,-0.2642,22.9503,23.2801
HTLF,3.3927,12.4153,0.197,0.0883,0.0284,0.0428
BLKB,0.9232,66.2105,1.0357,0.12,0.668,0.7422
SNN,0.7442,24.5921,0.3006,0.136,1.1481,2.1003
CUBI,1.8063,10.0552,1.5478,0.0749,0.0072,0.013
ENPH,-0.1094,0.0,14.1182,-1.4952,1.2583,1.5106
CADE,1.9882,8.4322,0.2232,0.1156,0.0715,0.0788
AJRD,1.7535,19.5722,1.4845,0.3259,1.0036,1.4053
APAM,2.0575,7.7852,1.1055,1.1723,4.2045,4.3715
PEI,-2.3504,0.0,3.7252,-0.2503,0.3174,0.5217
HLIT,-0.2426,0.0,0.59,-0.0922,1.0834,1.442
ST,3.6492,12.631,1.2517,0.2296,2.0496,2.9958
IPAR,1.7168,38.1221,0.1029,0.1202,2.1368,3.0453
CRTO,1.3159,17.0827,0.0037,0.0939,1.3849,1.5427
AKR,0.3855,62.5263,0.9613,0.0215,0.9202,2.6303
MRTX,-3.0268,0.0,0.0,-0.4882,8.521,8.669
ZUMZ,1.0615,18.8532,0.0,0.0753,1.3999,2.8128
MLI,1.8113,12.6957,0.9058,0.1905,1.4864,3.0181
ROG,4.7664,20.7673,0.2693,0.1033,2.9144,4.5324
UMC,0.2573,16.855,0.3932,0.0159,2.1747,2.8229
QHC,-6.3515,0.0,-13.2032,2.2153,1.2099,1.5261
BAND,0.926,42.4479,0.0,0.1648,2.5337,2.7936
ABMD,2.5333,109.8858,0.0,0.1627,5.1045,5.8368
KEYS,0.8803,64.8636,0.7357,0.0678,1.0513,1.6265
HRC,3.8009,24.9685,1.2207,0.1562,1.1529,1.7446
SSP,0.2526,62.92,0.7437,0.022,2.0584,2.3782
FRT,3.1662,37.1195,1.2481,0.1031,0.7772,1.5998
NDSN,6.4898,18.8433,0.9089,0.2601,1.6761,2.524
ALSK,0.1707,8.4706,1.0089,0.0538,0.9856,1.3856
ASC,-1.336,0.0,1.3613,-0.1239,1.1272,1.4492
STC,2.0017,20.495,0.1529,0.0706,1.3888,1.3743
IRT,0.2956,30.6,1.5747,0.0422,0.4042,2.7821
FFBC,1.7628,12.1641,0.2748,0.083,0.0278,0.0287
DLTH,0.7193,25.6712,0.2064,0.1716,0.1473,2.0245
LII,8.9119,24.7579,-6.9606,-2.3997,0.5146,1.0802
OSG,0.1524,11.0667,1.0488,0.0409,1.7197,1.9403
GOOS,0.9032,46.9803,0.5628,0.3945,0.8024,2.253
AXTI,0.2442,18.125,0.0,0.0506,2.0287,4.4773
EGRX,2.1393,18.6528,0.2762,0.1984,3.6607,4.1285
BMO,6.8638,11.9548,0.8867,0.1192,0.2172,0.4436
DBVT,-6.6455,0.0,0.0204,-1.3693,2.8195,3.3408
EPAM,4.4484,25.8951,0.0198,0.1903,4.4626,4.5622
GDEN,-0.7472,0.0,3.0812,-0.0664,1.5439,1.8783
PVH,6.9908,21.1039,0.5565,0.0971,0.636,1.6194
CRBP,-0.9727,0.0,0.0143,-2.0227,2.3079,2.4457
MTD,20.4676,27.82,1.7535,0.8687,0.9717,1.424
BCRX,-0.9235,0.0,1.1998,-2.0565,1.5876,1.6459
ASNA,-0.2023,0.0,1.9906,-0.0497,0.2373,1.4351
CBPO,4.6377,21.4435,0.0,0.0744,8.807,11.0928
FIVN,-0.0038,0.0,1.4565,-0.0015,6.597,6.9592
EGHT,-1.1338,0.0,0.0,-0.4776,3.1399,3.1743
ESS,5.9056,41.4907,0.8825,0.0623,0.2584,0.2995
JKHY,4.7226,27.611,0.0,0.2759,0.7336,1.0506
INGR,6.2656,14.624,0.8794,0.1855,1.3584,2.26
HT,-0.3598,0.0,1.11,0.0112,0.5276,0.8369
EPAY,0.2285,217.75,0.4824,0.03,1.6937,1.8541
BAS,-5.4439,0.0,1.5939,-0.659,1.2754,1.6017
CPHI,-0.2467,0.0,0.2589,-0.356,0.355,0.8702
ADSW,0.106,217.6364,2.0878,0.0103,0.5421,0.6534
WPC,2.5553,18.6686,0.9123,0.0603,0.5077,3.2286
VRSK,3.6369,30.0386,1.3152,0.2891,0.3744,0.4866
ICLR,5.9661,21.6795,0.2579,0.2382,2.0863,2.1784
AQMS,-1.0339,0.0,0.2593,-0.8036,1.8321,1.9283
AWR,1.7382,38.7514,0.7468,0.1144,0.8074,0.8969
DRRX,-0.1563,0.0,1.0266,-1.2661,4.7079,5.4477
VRA,0.1977,45.75,0.0,0.0246,3.4381,6.0094
WLKP,1.5303,15.9801,2.2131,0.2287,4.9697,5.0673
BFAM,2.7053,40.9743,1.5878,0.2015,0.3031,0.4008
IOVA,-1.0033,0.0,0.0,-0.2651,32.5408,33.002
TEN,0.68,29.4516,3.1825,0.0319,0.7405,1.4141
SUP,1.0376,16.5862,1.7802,0.0696,0.8566,2.0756
LL,-1.9,0.0,0.441,-0.3689,0.0478,1.5129
TRXC,-0.2858,0.0,0.1717,-0.3666,3.7582,4.6557
LEA,17.917,7.0813,0.4675,0.2737,0.9718,1.3955
APD,6.8308,24.8067,0.3511,0.138,1.9486,2.1735
OSUR,0.333,35.3939,0.0,0.072,6.8411,7.8382
AVT,-1.3258,0.0,0.3532,-0.0334,1.4354,2.563
SXC,0.4046,21.375,1.8104,0.0566,1.2922,1.9579
ATTO,0.2508,14.3214,1.3867,0.0559,2.6305,1.4416
NVCR,-0.6833,0.0,1.3297,-0.5662,4.6285,4.9778
DAR,0.6164,31.0323,0.7366,0.0447,0.9123,1.6613
PCH,1.9581,15.5862,0.5745,0.0935,0.7194,1.9239
SAFM,2.6899,36.4407,0.0,0.0443,1.2581,2.8483
CRIS,-0.9837,0.0,-7.8923,7.2453,2.0478,2.1103
RMBS,-1.4558,0.0,0.1761,-0.1561,14.4655,7.6171
PRTK,-3.4957,0.0,4.8123,-2.3615,14.166,14.4132
AJG,3.4495,21.2392,0.8025,0.1408,0.9221,1.0553
RGA,11.4034,12.4649,0.3651,0.0847,0.8177,0.9102
GMLP,0.8589,12.5581,2.0483,0.1077,2.1827,1.2088
TAST,0.2765,44.7273,1.5089,0.0545,0.1912,0.4222
KB,7671.4353,6.051,2.382,0.0857,0.0757,0.2716
OTEX,0.9056,39.022,0.7052,0.0652,1.1773,1.3348
FHB,1.9603,11.6632,0.2376,0.1047,0.0585,0.0621
SANM,-1.4057,0.0,0.4126,-0.0649,0.6648,1.255
SNV,3.5272,9.1662,0.5288,0.1367,0.0414,0.0518
MOD,0.4399,45.9091,0.9782,0.0453,0.7404,1.2475
MGI,-0.4315,0.0,-3.125,0.0893,4.7637,12.8718
WBC,7.5543,14.3887,0.7182,0.3349,2.3171,3.0149
SNA,12.1411,12.0273,0.3654,0.2194,1.541,2.3288
ELGX,-7.7053,0.0,4.9962,-2.0106,1.1743,2.0277
KOPN,-0.4722,0.0,0.0,-0.7215,4.1884,4.7653
CLDT,0.6587,26.7879,0.7223,0.0384,0.7515,0.8011
AIMT,-3.5884,0.0,0.0,-0.705,7.9957,8.2242
OSBC,1.1429,11.4035,0.5107,0.1485,0.0239,0.0286
BRKL,1.032,13.2885,1.6937,0.0923,0.0145,0.0199
DEO,1.0971,21.8959,1.0398,0.3038,0.5712,1.3665
UNFI,3.2833,9.753,0.1911,0.0897,0.8624,2.5584
ONDK,0.3689,15.9459,2.7387,0.0929,2.7778,32.0913
SAH,1.2082,11.3719,3.0119,0.0627,0.2282,1.0244
NVTA,-1.7336,0.0,0.4807,-0.7993,4.3563,4.556
HZO,1.4568,11.5537,0.6031,0.1113,0.2896,1.6268
TNK,-0.1959,0.0,1.1729,-0.0555,0.8776,1.1407
SATS,-0.4206,0.0,0.7985,-0.0098,2.6175,2.6621
SLGN,2.0249,11.6355,2.6151,0.2542,0.5413,1.1956
IBKR,2.2504,23.7609,8.0164,0.1318,1.0788,1.116
HMC,587.7759,6.5793,0.8791,0.1335,1.463,1.2314
GPI,8.2283,6.7331,2.7846,0.144,0.1993,1.0066
CPA,2.0913,38.0242,0.6993,0.0479,0.8018,1.0162
ROCK,1.99,17.795,0.3526,0.1069,1.1131,1.3861
RNWK,-0.6636,0.0,0.0,-0.4396,2.4365,2.666
HOV,0.7615,48.6667,-3.4628,-0.01,1.184,7.4435
ASTE,-2.6516,0.0,0.1028,-0.1034,0.8547,2.9646
CTLT,0.6268,65.3438,2.5042,0.0769,1.6745,2.1499
DMRC,-2.7347,0.0,0.0151,-0.5742,11.0107,11.497
CUTR,-2.2131,0.0,0.0,-0.6633,1.1594,1.8311
UEPS,1.1299,8.0531,0.0773,0.1002,0.867,1.5108
AMCX,7.893,7.1458,9.903,1.409,1.7442,2.4622
NMM,-1.3276,0.0,0.6533,-0.0168,2.7253,2.1232
SAIC,4.1856,18.0872,3.1315,0.5474,1.177,1.3669
DIOD,2.0713,15.4354,0.2405,0.1117,1.8776,2.8928
RARE,-3.9069,0.0,0.0,-0.3245,6.3225,6.9906
INOV,-0.257,0.0,1.4154,-0.0574,1.6064,1.9257
TPX,1.8441,22.3784,7.5687,0.4621,0.549,1.2039
CBM,2.7538,13.5827,0.4589,0.1414,2.3693,3.9276
MYOK,-1.6811,0.0,0.0,-0.1827,8.6487,8.7097
BNFT,-1.6466,0.0,-23.3393,5.1545,2.7027,2.9151
PLYA,0.1454,44.9375,1.1657,0.0226,1.0656,1.3409
CSFL,1.6354,11.8202,0.0218,0.0794,0.0358,0.0578
CFFN,0.7155,17.3014,2.1917,0.0711,0.0212,0.0233
HSII,2.6001,11.9502,0.0,0.1845,1.2381,1.4136
GDS,-0.4571,0.0,2.3168,-0.0779,0.8044,0.8659
UL,3.1039,12.9878,2.1504,0.8114,0.5356,0.783
LOPE,4.7578,19.9875,0.0494,0.1887,3.6991,3.8434
TCMD,0.3585,126.5278,0.0,0.0742,4.485,5.285
HVT,1.4613,12.9517,0.185,0.1104,0.9279,2.2879
GOLD,-1.3244,0.0,0.7557,-0.2035,1.0905,2.3849
RLI,1.4427,47.5793,0.1847,0.0795,0.2003,0.591
KEX,1.3105,51.4198,0.4389,0.0244,0.7,1.8041
SMTC,0.5489,66.6364,0.3406,0.0548,2.8612,3.6545
OR,-0.8253,0.0,0.1991,-0.0596,8.5454,8.5895
XNCR,-1.2521,0.0,0.0,-0.135,5.6552,5.8628
B,3.2391,16.8616,0.7847,0.1381,1.3496,2.2527
DIN,4.3835,15.2009,-7.1159,-0.3973,1.592,1.2088
SCHN,5.8054,4.6555,0.1612,0.2349,0.6838,1.7605
OMN,0.4612,17.7174,5.6059,0.3594,1.2422,1.8909
NM,-22.3213,0.0,7.4748,-1.0666,0.9796,0.9321
HSON,2.4548,5.625,0.0,0.1943,4.7779,4.9306
UBSI,2.4843,12.6463,0.461,0.0788,0.0704,0.0934
FPRX,-3.9601,0.0,0.0,-0.5297,10.0694,10.4983
GVA,0.9043,41.5258,0.2829,0.0314,1.5613,2.0881
EVTC,1.186,24.1176,2.5457,0.408,1.3684,1.5815
FLXN,-4.4816,0.0,1.4397,-1.5412,7.4256,7.7844
DESP,0.2772,44.3214,0.1259,0.0774,1.5143,1.6902
ODFL,7.4088,16.7104,0.0168,0.226,1.846,1.9797
CFMS,-0.6854,0.0,0.4086,-1.1979,3.2946,4.2159
NVTR,-2.7333,0.0,0.4745,-0.5181,5.4305,5.8074
TGP,0.0328,367.3333,1.7828,0.0155,0.854,0.9068
ENZ,-0.2188,0.0,0.0,-0.1272,3.6257,4.1217
KRA,2.097,10.4,2.1431,0.0937,0.8134,2.193
WLTW,5.3487,28.707,0.4644,0.0705,0.223,1.0731
CDXS,-0.2014,0.0,0.0011,-0.1932,3.7516,3.7651
FCFS,3.4953,21.155,0.4483,0.1162,3.7286,5.937
I,-5.0153,0.0,-3.4241,0.1464,1.1792,1.2839
URG,0.0285,21.6667,0.2828,0.0874,1.8526,1.2149
VREX,0.7235,39.2603,0.9146,0.0645,1.3546,3.0138
KDMN,-0.4973,0.0,0.3108,-0.6136,4.103,4.1192
CNS,2.4355,14.1235,0.0,0.5116,2.0084,3.3915
LM,3.3721,12.9208,0.6138,0.0745,1.8171,1.9636
BITA,-8.5263,0.0,2.8266,-0.0547,1.1932,1.1934
LXU,-3.59,0.0,1.2676,-0.2111,0.7371,1.3227
SON,3.1416,17.0288,0.7874,0.1783,0.8955,1.4029
GDOT,2.2524,35.0308,0.0664,0.1305,0.8645,1.0289
ROP,9.1307,29.1279,0.6386,0.122,0.8525,1.1122
NLS,0.4921,22.2449,0.1752,0.0803,0.9523,1.6672
SITE,1.8097,30.2022,1.8983,0.2449,1.0715,2.7103
MSTR,1.9622,64.5202,0.0,0.0425,2.8975,3.0139
COHU,-0.7907,0.0,0.6459,-0.0589,1.9571,3.0216
RBA,1.1181,29.2143,0.8803,0.1462,0.988,1.3714
OTIC,-1.6444,0.0,0.1852,-0.6317,13.0959,13.3603
CPRX,-0.331,0.0,0.0,-0.6696,5.6239,5.8023
ZIOP,0.9639,1.9479,0.0,1.8027,6.7195,8.888
GRMN,3.5041,17.2065,0.0,0.1667,2.1216,2.893
MEDP,2.0555,25.8195,0.1352,0.1241,0.6098,0.693
TEF,0.6415,12.9121,3.048,0.1856,0.7909,0.7872
CSLT,-0.2842,0.0,0.0167,-0.204,2.035,2.1069
KEP,-1829.5385,0.0,1.0765,-0.0168,0.6506,0.904
CEIX,5.5071,5.7865,2.1199,0.3732,0.8003,0.963
GIL,1.6946,18.2892,0.3457,0.1812,1.222,3.9873
NEWM,0.3018,37.3226,0.6143,0.0254,0.9161,1.2008
NVGS,-0.1033,0.0,0.8752,-0.006,0.8402,1.1208
MCC,-2.0363,0.0,1.276,-0.3454,7.3012,7.9137
MCY,-0.1035,0.0,0.23,-0.0035,0.5504,0.5657
TWOU,-0.6617,0.0,0.005,-0.0544,7.4096,7.618
MDGL,-2.1315,0.0,0.0,-0.0688,57.2854,57.461
AZUL,0.4524,1786.4516,1.1714,0.1328,0.6793,0.8681
TCS,0.402,13.8,1.1466,0.0781,0.2681,1.2186
ACTG,-2.1158,0.0,0.0,-0.0315,6.3911,6.4918
GATX,5.6197,12.5996,2.3438,0.1182,0.5985,0.6943
EPC,1.9115,24.2053,0.7434,0.0592,0.6874,1.3266
SRG,-2.1188,0.0,1.9007,-0.0941,5.7807,6.1155
AMWD,3.6074,21.6316,1.3995,0.1086,1.3157,2.1376
CATY,3.3535,10.009,0.253,0.1281,0.0421,0.0489
MSM,5.8222,14.786,0.3859,0.2373,1.1622,2.3394
COLB,2.3599,15.3771,0.2139,0.085,0.0254,0.0311
GBT,-3.335,0.0,0.0,-0.3041,14.2104,14.3837
GEF,4.3671,13.2865,0.8216,0.189,0.822,1.4573
LOMA,3.2726,27.7903,0.3928,0.1285,0.6404,0.9284
MPAA,1.01,20.5588,0.2474,0.0672,0.4007,1.4577
HCHC,3.4752,0.8408,8.4449,1.8388,1.024,1.0245
GGG,2.0491,20.1569,0.369,0.4536,1.3566,2.4123
BPFH,0.9327,11.2447,0.7467,0.1066,0.018,0.0249
TDS,1.1956,27.1167,0.5349,0.0296,2.1957,2.6507
COWN,1.2363,10.9344,0.4446,0.0539,1.5146,1.5044
MTH,5.6881,6.4762,0.7557,0.1321,1.1139,9.2149
GTLS,2.8201,22.9788,0.6155,0.0995,0.8535,1.805
SKYW,5.4026,8.2352,1.6087,0.1427,0.8148,1.1038
CONN,0.206,158.5714,2.039,0.0121,8.8646,6.581
EZPW,0.7171,14.3973,0.5613,0.0526,2.1116,2.8827
GNL,0.015,1762.0,1.081,0.0076,2.5699,7.3042
BXC,-5.1704,0.0,-44.3781,3.2772,1.1047,3.0485
NPO,0.9451,63.9362,0.542,0.0229,1.4253,2.5072
RCI,3.9995,17.3,2.0256,0.2517,0.3897,0.715
MHLD,-6.8753,0.0,0.4601,-0.9826,0.1752,0.2644
MLNX,2.5085,36.3701,0.0,0.1031,2.7688,3.339
AERI,-5.1166,0.0,0.0,-1.0209,4.0472,4.3355
BAK,3.5467,13.3501,5.8001,0.433,0.5126,0.9239
SEM,1.0185,15.049,4.1324,0.1716,1.2505,1.4075
CCU,871.6699,10.4993,0.2273,0.2516,1.0654,1.4573
KPTI,-2.9388,0.0,0.5605,-0.974,7.0125,7.134
GEL,-0.619,0.0,2.029,-0.0036,1.0028,1.3318
AVID,-0.255,0.0,-1.332,0.064,0.7053,1.0475
HEP,1.6962,16.8,3.3238,0.4184,1.0737,1.1481
SLDB,-2.111,0.0,0.0082,-0.5975,9.8382,10.3068
GNRC,3.8391,13.9216,1.3406,0.3133,0.982,1.9989
WD,5.1679,8.3981,0.3303,0.179,0.1177,1.2979
SHLO,0.4906,18.551,1.2363,0.0575,0.9341,1.3667
TBBK,1.571,5.0701,0.1352,0.218,0.1408,0.3697
IVC,-1.3229,0.0,0.7118,-0.1223,1.2019,2.005
TOUR,-0.4832,0.0,0.0,-0.0554,0.8813,1.4207
ITT,3.8094,12.6693,0.0638,0.1831,1.2627,1.8864
